"file_name","caption_predicted"
"20091225.rain.01.wav","Rain is falling on the roof of a shed."
"20091212.motorcycle.wav","Birds chirp in the background as a car drives by."
"20100320.fountain.wav","Water is being poured into a container that already has water in it."
"20091217.17.fountain.wav","Water is flowing down a gutter and down a drain."
"20100410.almunecar.surf.wav","A train is passing by on the tracks."
"20091217.18.chains.wav","The wind is blowing while the brakes are squeaking."
"20100422.castril.playground.wav","A group of children are playing and shouting."
"20100422.waterfall.birds.wav","Birds are chirping in the trees while the wind is blowing."
"20101205.02.night.dog.n.car.wav","A dog is barking while several cars are passing by."
"20100801.wharf.silence.night.wav","A dog is barking while someone is swimming in the background."
"20110121_stream.MS.wav","Water is flowing in a fast moving stream."
"20100804.idling.van.wav","The engine of a car is idling loudly."
"20110206_bright.winter.morning.wav","Birds are chirping while an owl is hooting in the background."
"20101026Cows.wav","A cow moos twice as the wind blows."
"20110423_heavy.rain.wav","Water is running from a faucet into a tub."
"201106092013VauxsSwiftsSteigerwaldLakeNWR.wav","A variety of birds are chirping and singing."
"20130327_valparaiso.traffic.02.wav","Cars are passing by on the highway while people are talking in the background."
"20110804_river.distant.19.wav","Water is flowing and birds are chirping in the background."
"20130406_tourists.06.wav","A group of people are talking to each other."
"20121014_boat_tour_01.wav","People are talking in the background as an airplane flies overhead."
"2013622thunder.wav","Birds are chirping and people are talking in the background."
"2013-03-28 rain in the rainforest.wav","It is raining and the rain is hitting the ground hard."
"20140223 - Bangkok city sounds.wav","A group of people are talking to each other."
"20140809_cruzul.river.wav","Water is flowing in a creek at a pretty fast rate."
"20160820_saluzzo.arcade.04.wav","A large group of people are talking in close proximity to each other."
"20150330_02.soft.wind.day.MS.wav","It is raining and cars are passing by on the wet road."
"27 hn_birdspecking.wav","A person is walking in the rain while a dog barks."
"20160124_Pencil-on-Paper.wav","Someone is using a marker to write on a piece of paper."
"451__mikejedw__bong2_variant#2.wav","Metal objects clang together over and over again."
"20160506_sharpening.02.wav","A knife is being sharpened on a sharpener."
"A Growing Thunderstorm.wav","The wind is blowing very hard and it is raining very hard."
"A creek in a forest.wav","Water is flowing and birds are chirping in the background."
"Acid_lake-Dallol.wav","Rain is pouring down on the side of a highway."
"AMBIENCE- night time crickets insects wild sound (SFX).wav","Birds chirp in the background as an airplane flies overhead and a crow caws."
"Afternoon Suburb Calm.wav","Birds chirp in the background as a car drives by."
"AMB_earlymorning_palmovka.wav","A train approaches and then passes by."
"Ahr river.wav","Water is running down a gutter and down a drain."
"AbdnC_KingStPelican_120225.wav","A truck is backing up and then the truck drives away."
"Air raid siren_rising.wav","Buzzing of an insect with birds chirping in the background."
"AlleyWater.wav","A machine is running while water is dripping in the background."
"Ambience Urban park fountain early evening.wav","A woman is speaking while it is raining outside."
"Ambiance, Carnival.wav","A group of people are talking next to a busy street."
"Ambience birds.wav","Multiple birds chirping back and forth to each other."
"Ambience - Generator.wav","A machine is running at a constant speed and volume."
"Ambience in Sugadh (ESI institute) in Gujrat.wav","The wind is blowing, and a bell is ringing."
"Ambience - St Kilda Beach - waves lapping rocks, people nearby, seagulls.wav","Birds chirp in the background as a car drives by."
"AmbientAtmosphere.wav","People are talking in the background as cars drive by."
"Ambulance Siren.wav","A police car with the siren on passes by."
"Armoury Site.wav","A motorcycle passes by and then a motorcycle passes by."
"Appartment_Ambient_AC_TV_Fans.wav","A machine is running at a constant speed."
"Atlantic Ocean Waves.wav","Several cars and trucks driving by on a busy highway."
"April_2004_garden_birds01.wav","Birds are chirping and tweeting in the background."
"Atmo Busbahnhof (besser).wav","A truck is backing up and then the truck drives away."
"Arch Leaf.wav","Leaves are being crunched as someone walks through them."
"Atmo Wartehalle2.wav","A crowd of people are talking and then a man speaks."
"Atmosphere on road in London.wav","Cars are passing by on a busy highway."
"Backhoe.wav","A machine is running at a constant speed."
"Avion.wav","A jet flies overhead, then flies away into the distance."
"Backyard Birds-001.wav","Birds are chirping and traffic is passing in the distance."
"BR Standard Class 4 2-6-4T Steam Engine Departing - Irwell Vale Halt ~SE1 XY stereo pair.wav","A train is chugging down the tracks at a steady pace."
"Backyard nature.wav","Birds chirp in the background as a car drives by."
"BUS RIDE R.wav","People are talking and a police siren goes off."
"Baking dish picked up put down.wav","A metal object is repeatedly dropped onto a hard surface."
"Balloon Game at Arlington Heights Carnival.wav","A group of people are talking and one of them hits a ball."
"Basic_Battle.wav","A person is playing a song on an accordion."
"BangingOilTank.wav","A person strikes a cymbal three times."
"Bath 01.wav","A toilet is flushed and water drains down the drain."
"Bangkok City Distant.wav","A machine is running at a constant speed while people are talking in the background."
"BathFill.wav","Water is flowing down a gutter and down a drain."
"Barn_Door_Wind_001.wav","A person is walking on a hard surface."
"Bathtub_with_Foam.wav","A person flushes a toilet and the water drains."
"Bear Last Audio.wav","A dog growls and barks, then growls and barks again."
"Birds of Klein Profijt.wav","A variety of birds are chirping and singing."
"Bees Collingwood.wav","Bees are buzzing and birds are chirping in the background."
"Birds-sleeves-amb.wav","Someone is walking through the woods while seagulls are chirping in the background."
"Binding my thesis.wav","A person is using a machine to do some work."
"Birds_and_Water_Filling_Rain_Barrel.wav","A radio tuner being tuned through static and radio stations."
"BirdCallBackyard2016Long.wav","A bird tweeting and chirping in the foreground."
"BlackCappedChickadee.wav","Birds chirp back and forth to each other."
"Blackbird 252.wav","Several different types of birds are chirping."
"Blind Man Whistling.wav","Someone is whistling a tune while a train is coming down the tracks."
"Blackbird tweet with waterfall background.wav","Birds chirp in the background as a waterfall rushes by."
"Blowing on Microphone.wav","A person is snoring loudly while sleeping."
"Blade Big.wav","A coin is dropped into a glass eight times."
"Bobcat moving pallets etc Part 2 080320.wav","A large industrial machine is operating inside of a room."
"Blade sharpening.wav","A sharpening stone is being used to sharpen a blade."
"Boiling a cup of water.wav","A machine is running and then turns off after being turned off."
"BottleDrinking02.wav","Someone is scraping a pot lid off of a pot."
"Brushing_Teeth_Bathroom_Fx.wav","Someone is using a toothbrush to brush their teeth."
"Bounce-MagnetAndNail.wav","A person is snoring loudly while sleeping."
"Bubbles water.wav","Bubbles float up to the surface of the water."
"Broom_Bear_Street_Sweeper_Roadwork.wav","Crickets chirp in the background as a car drives by."
"Budds Landing Maryland Night 1.wav","Crickets chirp loudly in the night time."
"Brushing teeth.wav","A person rinses their teeth in a toilet."
"Building Construction in Amsterdam Oost.wav","A train is chugging down the tracks at a steady pace."
"Bukit_Dinding_rainforest_jungle_01.wav","A variety of birds are chirping and tweeting."
"Bush bird noises.wav","Birds are chirping and tweeting in the background."
"BulletJuneEdited192012.wav","A motorcycle engine is started and then idles."
"Busy Coffee Shop Counter Field Recording.wav","A group of people are talking to each other."
"Burco Conveyer Toaster running.wav","A train is moving down the tracks and squealing its wheels."
"Butter knife being Tapped.wav","A person taps their spoon against their tabletop."
"Bus(Drive_Reverse)_1-2.wav","A truck backing up and then backing up again."
"C Minor Chords Musical Soundscape.wav","Someone is playing a stringed instrument that gets louder as time goes on."
"CAR_WASH.wav","A car is driving down the road with the window open."
"Calm down-town morning 02 150722_0706.wav","Birds are chirping in the background while a person coughs."
"CFX-20130331-UK-DorsetSeaCliff02.wav","A man is speaking while waves are crashing in the background."
"Canada Geese Squawk on a Pond with a Fountain.wav","Birds are chirping and geese are honking in the background."
"CONTACT MIC BOILING WATER 01.wav","The wind is blowing at a steady pace."
"Car Driving Interior.wav","A train is passing by on the tracks."
"Cafeteria Ambience.wav","People are talking while plates and utensils are being moved."
"Car Driving.wav","Cars are passing by on the freeway in the distance."
"Car Engine Idling.wav","A machine is running at a constant speed."
"Car_Suspension_Creak.wav","A door creaks as it is opened and closed."
"Car vs. Freight Train.wav","A train blows its whistle as it passes by."
"Cars crossing in Rain.wav","Several cars and trucks driving by on a busy highway."
"CarEntireInternal01.wav","A machine is running at a constant speed."
"Cash Machine, Indoors, Full Transaction.wav","A vending machine is beeping and then the vending machine starts."
"CarFerrySeaDogsPeople.wav","A dog is barking while people are talking in the background."
"Changing Room.wav","A machine is running and a door is being opened and closed."
"Chicharra1.wav","Crickets are chirping and a dog barks in the background."
"City Bus.wav","A train is rolling down the tracks and a woman speaks."
"Chopping Celery.wav","Someone is chopping vegetables on a cutting board."
"City forest.wav","A variety of birds are chirping and tweeting."
"Chopping pieces of mushrooms vigorously.wav","A person is chopping vegetables on a cutting board."
"Cityscape 05 090617.wav","The wind is blowing at a consistent rate."
"Chrysalism.wav","Thunder rumbles in the distance as rain patters down."
"Cityscape Compounded 01.wav","A heavy rain coming down outside with thunder in the background."
"Clatter.wav","Someone is bouncing a ball on a hard surface."
"Close Cracking Thunder.wav","Thunder rumbles in the distance as rain falls."
"Clinking Glasses.wav","Someone is hitting a glass with a metal tool."
"CoffeeGrinder_111212.wav","Someone is using a power tool to cut up some wood."
"ClinkingGlass.wav","A metal object is being struck against another metal object."
"CoffeeShopChatter.wav","A group of people are talking and laughing."
"Clock.Windup.Bell.Antique.wav","A telephone bell rings and someone picks it up and hangs on."
"Coins Moving in Jar.wav","Someone is shaking a container filled with beads."
"Collingwood bees, bumble bees.wav","Birds chirp in the background as an insect buzzes loudly."
"CourtyardHome.wav","A car is being revved up while people are talking in the background."
"Construction 2.wav","People are talking in the background as a car door slams."
"Cracking and frying egg.wav","Water is running into a sink and down a drain."
"Cooking rice.wav","The wind is blowing at a pretty consistent rate."
"Creacking Oak 6bft  SHORT 130418_00.wav","A machine is running at a constant speed and a hard object is striking another hard object in the background."
"Cornell Big Cheer.wav","A crowd of people are clapping and cheering."
"CreakingNoise.wav","Someone is flipping through the pages of a book."
"Creaky wooden steps, down and up.wav","A hard object is being moved across a hard surface."
"Crinklng and opening packet of potato chips.wav","A plastic bag is being crumpled up."
"Creepy old elevator 2.wav","A door squeaks as it opens and closes."
"Crowd Atmos.wav","A group of kids are playing on the playground."
"Crickets in the night.wav","Crickets are chirping and people are talking in the background."
"Crowd at a British wedding reception venue.wav","A crowd of people are talking loudly to each other."
"Crickets indoors.wav","A cricket is chirping in the foreground and the wind is blowing in the background."
"Crowd on Stairs.wav","Footsteps of a person walking on a hard surface."
"Crows.wav","Birds are squawking and cawing in the forest."
"DAB RADIO FREAK OUT.wav","Static from a television or other similar device."
"Cruiseship - outside, night.wav","A machine is running at a constant speed."
"DH14_CrowTram2b.wav","Birds are squawking and people are talking in the background."
"Cruiseship - passenger library.wav","A machine is running at a constant speed."
"DIDGERIDOO 05.wav","Someone is playing a strange musical instrument."
"Crunchy walk on pebbles.wav","A person is walking through leaves on the ground."
"Deshaciendo y alisando la bola de papel de aluminio.wav","Someone crumples plastic and throws it away."
"Deutz-Tractor-Engine-1972.wav","A lawnmower is being used to cut grass."
"Digging4.wav","A person is chopping wood with a machete."
"Diesel Engine Rattle.wav","A machine is running at a constant speed."
"Diving Bell 1.wav","A musical instrument is being played at different pitches."
"Diesel Truck Idling Front.wav","A machine is running at a constant speed."
"DlyFeedback.wav","A guitar is being tested out by someone."
"Diesel train passing.wav","A train is passing by on the tracks."
"Dog escapes from the room.wav","A door squeaks as it is opened and closed."
"Dogs barking from barn in distance in the morning.wav","Birds are chirping and dogs are barking in the background."
"Door.wav","A door is opened and closed multiple times."
"Donner2.wav","It is raining and then it starts to thunder."
"DoorSqueak.wav","A door squeaks as it is opened and closed."
"Door Creaking 01.wav","A door creaks as it is slowly opened and closed."
"Downtown Montreal.wav","A group of people are talking and a zipper is opened."
"Door handle squeaks.wav","Someone opens and closes a squeaky door multiple times."
"Drawer_handle_clap_OWI.wav","A metal object is being tapped repeatedly against another metal object."
"Dribbling water.wav","A faucet is turned on and then turned off."
"Drumming on some trees.wav","Someone is bouncing a ball on a hard surface."
"Drilling into stone.wav","An electric saw is cutting through a piece of wood."
"Duck_quack_2_Sweden.wav","Multiple birds chirping back and forth to each other."
"Driving, traffic, construction.wav","A person is writing on a piece of paper with a marker."
"Duckpond.wav","Birds are squawking and cawing in the background."
"Drop Coin into Glass.wav","A coin is dropped into a glass eight times."
"E-brake.wav","A door is opened and closed multiple times."
"ELEVATOR CABIN (DOORS OPEN CLOSE).wav","A door is opened and then the hum of the machine is in the background."
"Elevator sounds.wav","Someone opens a door and then closes it multiple times."
"EarlyMorningRain.wav","A heavy rain coming down outside with thunder in the background."
"Elizabeth Evans Park - Mount Dora - June.wav","Birds are chirping and people are talking in the background."
"Edit Radio .wav","A radio tuner being adjusted through static and different radio stations."
"End of rain 090707.wav","Rain is pouring onto the roof of a building."
"Eerie Shimmer.wav","Someone is playing beautiful music from a violin"
"Enduro Motocross - (Kouri Forest - Salonika) 16_03 11.05.wav","Birds chirp in the background as a motorcycle revs its engine."
"Erik Final.wav","A car door is opened, the engine starts, and then the car drives away."
"Ext-amb_park_late-fall_distant-gun-shot_Distant-Child-shouting.wav","The wind is howling and gets louder as time progresses."
"Evening Atmosphere #2.wav","A dog is barking while birds are chirping in the background."
"F1.BR.07.InBox.SeveralCars.3.wav","A train that is slowly coming to a stop."
"Evening Glade.wav","Several crows are cawing and birds are chirping in the background."
"FAN STOP.wav","A fire is burning and crackling as it burns."
"Evening suburban ambience.wav","Crickets chirp in the background as the wind blows."
"FISCHER_ZOE-2016_2017_forest-walk.wav","A person is walking through leaves while whistling."
"FOLEY_Ext_Garbage_Hauling_001.wav","A train is rolling down the tracks on its journey."
"Family Reunion Side A Original.wav","A woman is speaking while a goat is bleating in the background."
"FOREST_BIRDS_WOODPECKER.wav","Birds are chirping and tweeting to each other."
"Fast Motor Running.wav","A tea kettle is turned on and the tea kettle begins to hiss."
"FR.BirdChatAmbience.26.wav","Birds are chirping while people are talking in the background."
"Fast food soda with ice, sip slurp straw.wav","Someone is eating something crunchy and then burps."
"FREEZER_DOOR_OPEN_CLOSE.wav","Someone opens a door and talks about something."
"Faucet Running.wav","A machine is running at a constant speed."
"Fergus Whining.wav","A dog is barking and whining while another dog barks in the background."
"Flint being struck.wav","A sharpening stone is being used to sharpen a knife."
"Field-Recording.LawnMower.4.wav","A machine is running at a constant speed."
"Fliping pages in a book.wav","Someone is flipping through the pages of a book."
"File clicking open.wav","Someone is bouncing a ball on a hard surface."
"Flipping Coin Can.wav","Multiple pieces of plastic are crumpled and moved around."
"Fireplace.wav","A fire is crackling and popping as it burns."
"Flipping Pages.wav","Someone is flipping through the pages of a book."
"Flowing traffic in the outer ring of Milan 2.wav","Several cars and trucks driving by on a busy highway."
"Foley pick up gun on wood 01.wav","A hard object is being dragged across a hard surface."
"FlushToilet.wav","A person flushes a toilet and the water continues to run."
"Footsteps Concrete Scuffs Soft Shoe.wav","Someone is bouncing a ball on a hard surface."
"FlyingOnAPlane.wav","People are talking while an engine is whirring in the background."
"Footsteps Gravel Trainers Running 96Hz 24 Bit.wav","A person is walking on a gravel road."
"Foley bullet hit metal pipe.wav","Metal chimes clang together over and over again."
"Footsteps Walking in Forest tractor in background-1.wav","A person is walking on a gravel road."
"Footsteps on Rocky Terrain.wav","A person is walking through the snow."
"Footsteps, Dry Leaves, G.wav","A person is walking through leaves and twigs."
"Footsteps on Wet Pavement_1-2.wav","A person is walking through dried leaves on the ground."
"Footsteps_Leaves_Walking.wav","Someone is walking through a pile of leaves."
"Footsteps on snow.wav","A person is walking through the snow."
"Footsteps_Sneakers_Wet Sidewalk-01.R.wav","A person is walking along a gravel path."
"Footsteps outside - Including ambience.wav","A person is walking on a hard surface while birds are chirping in the background."
"Forbidden Purr02.wav","An owl is hooting in the distance."
"Ford Mustang Engine (1985).wav","An engine is started and idles steadily before being turned off."
"Fountain .wav","Water is flowing down a gutter and down a drain."
"Forest river.wav","A heavy rain coming down outside with thunder in the background."
"Fountain Trompenburg 090928.wav","Water is flowing and people are talking in the background."
"Forest with Birds and Wind in the Trees.wav","Birds are chirping while cars are passing by in the background."
"Fountain_1.wav","Water is flowing down a gutter and down a drain."
"Forest9.wav","Rain is falling on a hard surface and a hard object is striking another hard object in the background."
"Freezing Rain.wav","A fire is crackling and popping as it burns."
"French fries in the making.wav","It is raining and the rain is hitting the ground hard."
"Galaktisk time signal.wav","A synthesizer is playing different notes in different keys."
"FrogsBlackHill.wav","A frog is croaking while crickets chirp in the background."
"Garage Ambient 32 Bits 48 Khz.wav","Birds are chirping in the background as someone is washing dishes."
"Fuente Cotino 2.wav","Water is running into a sink and down a drain."
"Garbage Truck.wav","A tractor trailer truck is pulling off to make a stop."
"Galactic signal 3.wav","A machine emits a high pitched beep repeatedly."
"Garden ambience.wav","Birds are chirping and people are yelling in the background."
"Garden chimes.wav","Someone is playing a xylophone in a steady rhythm."
"Gentle rain outside balcony street noise.wav","A train is passing by on the tracks."
"Gazpoile_long.wav","A machine is running at a constant speed."
"German Post Office Scene.wav","People are talking to each other while working in a factory."
"Gentle Rain on Concrete.wav","Water drips from a faucet onto a hard surface."
"Geyser ambience and turn off.wav","A machine is running and then shuts off."
"Gentle Waves Peeling Left To Right 2.wav","Waves crash against the shore of a beach."
"Glass Bottles rattle and chink.wav","Metal objects clang together over and over again."
"Glass Dishes.wav","Dishes and silverware clank together as time goes on."
"GlassPyrexMeasuringCupMugSlideTableDesk.wav","A piece of metal is dragged across another piece of metal."
"Glass bottles in and out of a basket.wav","A cup is set down on a table and the cup is set down again."
"Glass_rubbing_cups.wav","Someone is scraping a glass jar with a spoon."
"Glass jar on board.wav","Someone is hitting a glass with a metal object."
"Grand Prix 2.wav","Several flies are buzzing and people are talking in the background."
"Glass moving 2.wav","Metal objects are being moved around and banged together."
"Grand Union Canal Kensal Green.wav","Birds are chirping and a rooster crows twice."
"Grasshoppers_and_wind1.wav","Leaves rustle in the wind as the wind blows."
"HOSTEL WORKS 1.wav","A guitar is being tried to play different notes."
"Grinder.wav","A tea kettle is trying to start up."
"Hail 1.wav","Rain patters steadily on a metal roof."
"Grinding sugar.wav","A person is shaking a container containing coins or other similar objects."
"Hallway Room Tone with shower in background.wav","A shower is running while people are talking in the background."
"Grovers Love 100.wav","A drum kit is being played in reverse."
"HammerDrill.wav","A hard object is striking another hard object in a rhythmic way."
"Hang Man&#39;s Rope.wav","A person is rocking back and forth in a rocking chair."
"Heavy Wind on Microphone.wav","The wind is blowing very hard and the waves are crashing."
"Hanoi streets.wav","People are talking while cars are driving by."
"Heavy Wind.wav","The wind is blowing through the trees and the leaves."
"Harvard Square.wav","People are talking while music is playing in the background."
"Heavy rain and thunder in Oklahoma.wav","It is raining and then it starts to thunder."
"Heat duct .wav","A plane is flying overhead and getting closer and louder."
"Heel walking 1A.wav","A hard object is striking another hard object in a rhythmic way."
"High Pruner.wav","A person is walking through a pile of pebbles."
"Hitting baseball w. wooden bat.wav","Someone is chopping wood with a machete."
"Highway_in_the_distance.wav","Cars are passing by on the freeway in the distance."
"House_kettle boil_whistle.wav","A tea kettle is whistling and then turns off."
"Himalayan Gong.wav","Someone is playing a musical instrument with a loudspeaker."
"Household - Atmos - Wind Through Window.wav","Several cars and trucks driving by on a busy highway."
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","A very heavy rain coming down outside."
"Howler monkey and other monkey or bird.wav","Birds are chirping and a rooster is crowing."
"Hunebed D26 Drouwenerveld.wav","A swarm of bees are buzzing around their nest."
"In the City.wav","A horse is clopping down the street and people are talking in the background."
"Hunebed D27 Borger.wav","A group of people are talking to each other."
"Int. Car Drive 1.wav","The wind is blowing at a steady pace."
"INT London Underground.wav","A train is passing by on the tracks."
"Int. Car Drive 2.wav","The wind blows as the ticking of the clock goes on."
"Idle and Rev - Engine.wav","An engine is started and then revved up a few times."
"International Harvester Scout II.wav","Metal scraping against metal and a man grunting in the background."
"Japan_Tokyo_Shinjuku_Street_Promoter_Yelling_City.wav","A man is speaking while cars are driving by."
"Juicer Shredding and Shutting Down.wav","A buzzing sound is coming from a small device."
"Japanese Train Haruka Express.wav","Thunder rumbles in the distance as a man speaks."
"KC0895T2.wav","People are talking and traffic is passing by."
"Jesus! Hellbound I go but I&#39;m coming back!.wav","A man is chanting and talking to people."
"Kauai Sunrise.wav","A variety of birds are chirping and calling to each other."
"Jet over Rosemont Horizon Parking Lot.wav","A train approaches and then passes by quickly."
"Kings Cross street sounds.wav","Birds chirp in the background as cars drive by."
"Kitchen Chair Pulled on Linoleum Floor_1-2.wav","Someone is rocking back and forth in a squeaky porch."
"Kowloon Park.wav","Birds chirp in the background as a woman talks."
"Kitchen fan.wav","A machine is running at a constant speed."
"Large Hiroshima Peace Bell.wav","A bell tolls and then the hum of traffic fades away."
"Knife Hitting Wine Glass.wav","Someone is hitting a glass with a metal tool."
"Large Splashes.wav","A person jumps into the water and then jumps into the water multiple times."
"Koeien, R4 en riet Lichterveldestraat.wav","Several cars and trucks driving by on a busy highway."
"Large Warehouse_Factory Ambience.wav","A machine is running at a constant speed."
"Lassen.wav","A television turns on and then turns off."
"Lexington Ave Express.wav","People are talking in the background as the train moves down the tracks."
"Le Verdon fountain.wav","It is raining and people are talking in the background."
"Light Wind.wav","Crickets chirp in the background as the wind blows."
"Leaf Blower.wav","A person starting a chainsaw and then turning it off."
"LightRaininPinesMarch302013.wav","Rain is falling on a hard surface and a hard object is striking another hard object in the background."
"Lekkers Ambience.wav","A group of people are talking to each other."
"Lisbon street_2.wav","A bird is cooing, a car is passing by, and a person is whistling."
"Living Minute - Winter Thaw.wav","A shower is running while the wind is blowing."
"London Overground train (interior) approaches Victoria Station.wav","People are talking to each other while a train is moving down the tracks."
"Lluvia 1.wav","It is raining and thunder is rumbling in the background."
"LondonTraffic.wav","Cars are driving by on a busy street."
"Loading old cobbles.wav","A machine is operating and a hard object is striking another hard object in the background."
"LoneCricketInFallBasement.wav","A cricket is chirping while a fan is blowing in the background."
"LogsOnLogs.wav","Someone is dropping coins onto the ground one at a time."
"Long Fuzz.wav","A person is breathing in and out very loudly."
"MEN RUNNING, FOREST, BREATHING (1).wav","A dog is panting heavily as a person is talking."
"Machine 2 multi Stage.wav","A machine is running at a constant speed."
"MISC_Int_Cat_Purring_002.wav","A cat purring and snoring in the foreground."
"Manipulated Sink Water Sound.wav","Birds are chirping and people are talking in the background."
"MOTOR_BOTE_OMAN.wav","A machine is running at a constant speed and volume."
"Marcher_feuilles.wav","Leaves are being crunched as someone walks through them."
"Machetes hit 2.wav","Metal chimes clang together over and over again."
"Marker on paper.wav","A person is using a marker to write on a piece of paper."
"Marketing Car Churros.wav","Someone is listening to a radio broadcast."
"Metal spoon on china plate.wav","Dishes are being clanged up against one another."
"Marrakech Walking.wav","A group of people are talking to each other."
"Metal_Gate_squeak_mono.wav","A metal object is being dragged across another metal object."
"Mass MoCA Bathroom Door.wav","A door squeaks as it is opened and closed."
"Metal_Workshop_2.wav","A large industrial machine is running inside of a factory."
"Metal handle on wooden box.wav","Someone is rocking back and forth in a squeaky porch."
"Metal_clang.wav","A metallic clang is made three times."
"Metallic  Gate.wav","A bicycle bell is being rung several times."
"Microwave Door Open Close .wav","A door is opened and closed multiple times."
"Metallic Lingo.wav","A bell is rung and a dish is clanged together."
"MicrowaveHum_Stereo_bip.wav","A machine is running at a constant speed and a hard object is striking another hard object in the background."
"Metra Train.wav","A train approaches and then passes by."
"Mockingbird singing @ Alfama.wav","Birds are chirping and tweeting to each other."
"Metro - Greece.wav","An announcement is made over a loudspeaker system."
"Money in the bag.wav","A man is speaking to a group of people."
"More waves at Collingwood.wav","Someone is driving on the road with the windows down."
"Movements in the Water.wav","Water is dripping from a faucet into a tub."
"Morning Ride 2.wav","A lawnmower is being used to cut grass."
"NY subway.wav","A subway train is coming to a stop and people are talking."
"MorningOwlsAug29th2015.wav","Birds chirp and coo while crickets chirp in the background."
"Nature sounds close to garden.wav","Crickets chirp in the background as the wind blows."
"Motor - Water Pump, Small Fountain.wav","A motor is running and water is dripping in the background."
