"file_name","caption_predicted"
"Downtown Montreal.wav","A group of people are talking to each other."
"Donner2.wav","It is raining and then it starts to thunder."
"Drawer_handle_clap_OWI.wav","A hard object is striking another hard object in an erratic way."
"Door.wav","A door is opened and closed multiple times."
"Duckpond.wav","Birds are squawking and water is running in the background."
"DoorSqueak.wav","A door squeaks as it is opened and closed."
"E-brake.wav","A door is opened and closed multiple times."
"ELEVATOR CABIN (DOORS OPEN CLOSE).wav","A door is opened and then closed by someone."
"F1.BR.07.InBox.SeveralCars.3.wav","A train is passing by and people are talking in the background."
"Enduro Motocross - (Kouri Forest - Salonika) 16_03 11.05.wav","Birds chirp in the background as a motorcycle revs its engine."
"FREEZER_DOOR_OPEN_CLOSE.wav","Someone opens a door and talks about something."
"Erik Final.wav","A car door is opened, the engine starts, and then the car drives away."
"Family Reunion Side A Original.wav","A woman is speaking while a goat is bleating in the background."
"Evening suburban ambience.wav","Birds chirp in the background as an airplane flies overhead."
"Fast Motor Running.wav","A tea kettle is turned on and the tea kettle begins to boil."
"Faucet Running.wav","A machine is running at a constant speed."
"FlushToilet.wav","A person flushes a toilet and the water continues to run."
"Fergus Whining.wav","A dog is barking and whining while another dog barks in the background."
"FlyingOnAPlane.wav","A machine is running while people are talking in the background."
"Field-Recording.LawnMower.4.wav","A machine is running at a constant speed."
"Footsteps Gravel Trainers Running 96Hz 24 Bit.wav","A person is walking down a gravel pathway."
"File clicking open.wav","A person is bouncing a ball against a wall."
"Footsteps on snow.wav","A person is walking through the snow."
"Footsteps outside - Including ambience.wav","A person is walking on a hard surface while birds are chirping in the background."
"Ford Mustang Engine (1985).wav","An engine is started and idles steadily before being turned off."
"Footsteps_Leaves_Walking.wav","Leaves are being crunched as someone walks through them."
"Forest9.wav","A small fire crackles and pops as it burns."
"Footsteps_Sneakers_Wet Sidewalk-01.R.wav","A person is walking along a gravel path."
"Fountain .wav","Water is flowing down a gutter and down a drain."
"Forbidden Purr02.wav","An owl is hooting in the night sky."
"Fountain Trompenburg 090928.wav","Water is flowing and people are talking in the background."
"Freezing Rain.wav","A fire is burning and crackling as it burns."
"Garbage Truck.wav","A truck is backing up and then the truck backs up again."
"French fries in the making.wav","Rain is pouring down and birds are chirping in the background."
"Gazpoile_long.wav","A machine is running at a constant speed."
"FrogsBlackHill.wav","A frog is croaking while crickets chirp in the background."
"Glass Bottles rattle and chink.wav","Metal objects are being tossed together in a glass jar."
"Galactic signal 3.wav","A machine emits a high pitched beep repeatedly."
"Glass moving 2.wav","Coins are being thrown into a glass jar."
"Grand Union Canal Kensal Green.wav","Birds chirp in the background as the wind blows."
"Hail 1.wav","Rain is falling on the metal roof of a house."
"Grinder.wav","A tea kettle is trying to start up."
"Hang Man&#39;s Rope.wav","A person is rocking back and forth in a rocking chair."
"Grovers Love 100.wav","Drum kit, drum machine, music, musical instrument, music mood, exciting music"
"Hanoi streets.wav","People are talking while cars are driving by."
"HOSTEL WORKS 1.wav","Someone is playing a guitar with different tones."
"Heavy Wind.wav","The wind is blowing through the branches of the tree."
"Heavy rain and thunder in Oklahoma.wav","It is raining and thunder is rumbling in the background."
"Japan_Tokyo_Shinjuku_Street_Promoter_Yelling_City.wav","A man is speaking while cars are driving by in the background."
"Hitting baseball w. wooden bat.wav","A person is chopping wood with a machete."
"Juicer Shredding and Shutting Down.wav","An electric shaver is being used to cut hair."
"Household - Atmos - Wind Through Window.wav","Several cars and trucks driving by on a busy road."
"Kings Cross street sounds.wav","Several cars and trucks driving by on a busy road."
"Howler monkey and other monkey or bird.wav","Birds are chirping and a rooster is crowing."
"Kitchen fan.wav","A machine is running at a constant speed."
"Knife Hitting Wine Glass.wav","Someone is hitting a glass with a metal tool."
"Light Wind.wav","A car is driving down the road with the window open."
"Koeien, R4 en riet Lichterveldestraat.wav","Several cars and trucks driving by on a busy road."
"Living Minute - Winter Thaw.wav","A shower is running while the wind is blowing."
"Kowloon Park.wav","Birds are chirping and people are talking in the background."
"Lluvia 1.wav","It is raining and thunder is rumbling in the background."
"Large Warehouse_Factory Ambience.wav","A machine is running at a constant speed."
"LogsOnLogs.wav","Someone is dropping coins on the ground one at a time."
"LondonTraffic.wav","Several cars and trucks driving by on a busy road."
"Metal spoon on china plate.wav","A knife is being sharpened on a sharpening stone."
"MISC_Int_Cat_Purring_002.wav","A cat is purring over and over again."
"Metal_Gate_squeak_mono.wav","A metal gate is being opened and closed repeatedly."
"Machine 2 multi Stage.wav","A machine is running at a constant speed."
"Metal_Workshop_2.wav","A train is coming to a stop on the tracks."
"Mass MoCA Bathroom Door.wav","A door squeaks as it is opened and closed."
"Metallic  Gate.wav","A bicycle bell is being rung several times."
"Metallic Lingo.wav","A knife is being sharpened on a sharpening stone."
"More waves at Collingwood.wav","Several cars and trucks driving by on the road."
"Metro - Greece.wav","An announcement is made over an intercom system."
"MorningOwlsAug29th2015.wav","Crickets are chirping and a owl is hooting in the background."
"MicrowaveHum_Stereo_bip.wav","A large industrial machine is operating inside of a room."
"Motor - Water Pump, Small Fountain.wav","A motor is running and water is dripping in the background."
"Money in the bag.wav","A man is speaking to a group of people."
"Nature sounds close to garden.wav","Crickets chirp in the background as the wind blows."
"New Inn.wav","People are talking and clinking glasses while music plays in the background."
"OrchardBirds.wav","Several different kinds of birds are chirping."
"Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_02.wav","Birds chirp in the background as a waterfall rushes by."
"OrchestraTuning1.wav","Someone is playing a violin and then people begin to clap."
"Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_04.wav","Birds are chirping and traffic is passing in the distance."
"Outdoor nature sounds.wav","Birds chirp in the background while an airplane flies overhead."
"Ocean Waves 1.wav","It is raining and the wind is blowing very hard."
"Outdoors, Cars pass by.wav","Birds chirp in the background as a car drives by."
"Outside02.wav","Several cars and trucks driving by on a busy road."
"Pardelas.wav","Someone is playing with a very squeaky toy."
"Owls.wav","A dog is barking and a bird is chirping."
"Pencil 1.wav","A person shuffles through the pages of a book."
"Oystercatchers and Chic.wav","A seagull squawks while waves crash in the background."
"Pensol - le Moulin cours d&#39;eau.wav","Water is flowing from a faucet into a tub."
"POLLA AIGUA 0.16.wav","A machine is running and a door is creaking."
"People talking while waiting the bus.wav","Two men and a woman are talking to each other."
"Plane Over Traffic.wav","A train is passing by on the tracks."
"Printing Press 4.wav","A machine is running at a constant speed."
"Plastic Ruler hit.wav","Someone is clapping their hands against their body."
"Pulley Sounds.wav","A knife is being sharpened on a sharpening stone."
"Playing organ with an open window.wav","A musical instrument is being played by someone."
"Queen Street Mill, loom running then stops.wav","A machine is running loudly and then slowly comes to a stop."
"Pouring Into Glass.wav","Water is poured from a pitcher into a glass."
"RBH_Household_shower 03.wav","Water is running from a faucet into a sink."
"RKeaton_EMF366_12_Tearing Thick Paper.wav","A piece of paper is being torn apart by hand."
"Rain Loop with Low-Cut Filter.wav","A heavy downpour of rain is hitting the ground."
"Radio Fuzz for Old Radio Broadcast FF233.wav","Rain is pouring down on the roof of a house."
"Rain_Falling_On_Umbrella.wav","A radio tuner being moved through static and radio static."
"RadioFan.wav","A person is watching a show on television."
"Red Beach at night - RJ.wav","Machinery is running while people are talking in the background."
"Railroad Crossing Japan.wav","A train is slowly coming to a stop."
"Remix of 101674__Robinhood76__01906_aluminium_foil_&#39;space-alien radio-static remix&#39;.wav","Someone is using sandpaper to gently smooth an object."
"River Alde marsh.wav","Birds chirp in the background as the wind blows."
"Room Tone Inside a Car.wav","It is raining and the wind is blowing."
"River far 1.wav","Water is flowing and birds are chirping in the background."
"RoomTone.wav","A machine is running at a constant speed and then suddenly stops."
"Riverdream Water HGain.wav","Water rushes down a stream at a high velocity."
"Roosters and dogs wake up in the small village of La Preciosita.  A morning in Mexican countryside.wav","A rooster is crowing and a chicken is crowing in the background."
"Ronda - Fountain near the Town Hall (general) - Fuente cerca del Ayuntamiento (general).wav","A heavy downpour of rain is hitting the ground."
"Rushing_water+wind-Rec_Samsung_HMX-F80_Camcorder.wav","Water is flowing in a fast moving stream."
"Rynek Warszaski.wav","People are talking while birds are chirping in the background."
"Santa Motor.wav","An electric saw is cutting through a piece of wood."
"STE-002-dishes_lisbon_restaurant.wav","People are talking in the background as dishes and silverware clank together."
"Santas workshop.wav","A bell is ringing while people are talking in the background."
"SamyeLing_Drain121102.wav","Water is pouring into a container that already has water in it."
"Scops owl&#39;s call in night silence.wav","A bird is making a high pitched sound repeatedly."
"San Francisco Traffic at Powell And O&#39;Farrell.wav","A person is driving a car up the road."
"Sea Atmosphere.wav","It is raining hard and the wind is blowing."
"SeaShell_02.wav","Leaves are being crunched under the weight of a person."
"Slow Windchimes.wav","Church bells are ringing in the tower top."
"ShowerAndSoap.wav","A person is snoring while water is running in the background."
"SonicSnap_GPSUK_sewing machine.wav","A table saw is being used to cut wood."
"Sink Drain.wav","A knife is being sharpened on a sharpener."
"Sonido de fondo y trafico.wav","Several cars and trucks driving by on a busy road."
"Siren Milan.wav","A fire truck with its siren on is driving down the road."
"Spanish pinball machine in bar.wav","People are talking while music is playing in the background."
"Spring Birds Raw (New Jersey).wav","Birds are singing and traffic is passing in the distance."
"Staircase walk 1.wav","A person is walking up the stairs and then closes the door."
"Spring Lambs at Middle Hulme Farm Near Meerbrook.wav","A sheep bleats while birds chirp in the background."
"Steam 20.wav","A clock that is ticking back and forth."
"SpringWoodsWarblersPlusDistantGeeseMay52013.wav","Birds are chirping while people are talking in the background."
"Stream Honiton.wav","Birds are chirping and an owl is hooting in the background."
"Stadium Wind.wav","A siren blares in the distance as a car drives by."
"Street Market 2.wav","A man is giving a speech and people are talking in the background."
"Street sounds cars.wav","Several cars and trucks driving by on a busy road."
"Sunny afternoon at Wansford on the Nene Valley Railway.wav","A steam train is chugging down the tracks."
"Street_Car.wav","A train is coming down the tracks and people are talking."
"Super Market.wav","A truck is backing up and preparing to drive off."
"SuburbRain_Indoor.wav","Several cars and trucks driving by on a busy road."
"T156 Activity 2.2.wav","A heavy downpour of rain is hitting the ground."
"Sunny Afternoon Suburb Ambiance .wav","A truck passes by and then air brakes release."
"THE_RATT21_1.wav","Several cars and trucks driving by on a busy road."
"TOILET FLUSH 2.wav","A man speaks before a toilet is flushed."
"Thunder burst with rain.wav","It is raining and thunder is rumbling in the background."
"TRAN_Plane_PropSpin_01.wav","A machine is running at a constant speed."
"Thunder3.wav","The wind is blowing through the trees and the leaves."
"Teig ausrollen.wav","A hard object is striking another hard object in a rhythmic way."
"Tires car without an engine.wav","It is raining and the rain is hitting the ground hard."
"Thunder - Guangzhou - China - Quiet.wav","It is raining and thunder is rumbling in the background."
"Toilet Flushaf.wav","A toilet is flushed and the water gushes out."
"Toilet Shuffling.wav","A toilet is flushed and the water drains."
"Train Pass Koln.wav","A subway train is coming to a stop."
"Tortured Apple 03.wav","A bottle is opened and the contents poured out."
"Train and dog.wav","A dog is barking while a machine is running in the background."
"ToyEngineIrregular.wav","A power tool is being used to cut an object."
"Train coming in.wav","A train is coming to a stop on the tracks."
"Tractor1 FF654.wav","A machine is running at a constant speed."
"Train passing by and horning in Romania (Bacau). Close recording.wav","A train honks its horn as it passes by."
"Train passing by in a rail station in Brussels (Schaerbeek).wav","A train blows its horn as it passes by."
"Voice 036.wav","A baby cries loudly while another baby cries in the background."
"Unseathing &amp; Wobble.wav","A hard object strikes another hard object and a man speaks."
"WATER DRIPPING ECHO.wav","Someone is washing themselves in a tub of water."
"VA State Fair # 10 (Quieter Crowd Noise).wav","A group of people are talking to each other."
"Walking on crunchy snow.wav","A hard object is being dragged across a hard surface."
"Village road.wav","Dogs are barking and cars are passing by."
"Walking shingle beach.wav","Leaves are being crunched as someone walks through them."
"Wall Clock Ticking.wav","A clock that is ticking back and forth."
"Waterfalls_00216.wav","A heavy rain coming down outside with thunder in the background."
"WasherSpinCycleWindDown4BeepEndSignal.wav","A machine is running at a constant speed."
"Weight machine, gas resistance.wav","A door creaks as it is opened and closed."
"WasherSpinCycleWindUp.wav","A machine is running at a constant speed."
"Wobbling of paper.wav","A hard object is striking another hard object in a rhythmic way."
"WaterBottle.wav","A plastic bag is opened and the contents are looked through."
"Wood Floor.wav","A person walks up the stairs and then slides their feet across the floor."
"a boy and 2 pigs.wav","A pig is oinking while people are talking in the background."
"alpine bird under the rain.wav","Birds chirp in the background as the wind blows."
"a flag is waving at the pole.wav","A metal object is striking another metal object in a rhythmic fashion."
"ambientDanger.wav","A synthesizer is playing a song with varying volumes and pitches."
"adw018raw.wav","A clock that is ticking and chiming."
"ambientphase.wav","A radio turns on and then turns off."
"airport general.wav","An announcement is made over a public announcement system."
"amradiochanging.wav","A radio tuner being switched through static and radio stations."
"arriving_montpellier_by_train.wav","An announcement is made over a public announcement system."
"bird-chatter4.wav","Birds are chirping back and forth to each other."
"auto-rickshaw-trip.wav","A truck is revving its engine and honking its horn."
"bird_in_rain.wav","Birds are chirping and people are talking in the background."
"background of the side streets of Rhodes, scooter, tourists French and American, grinder.wav","Several cars and trucks driving by on a busy street."
"birds in dunes sunset NL 150510_06.wav","Several different types of birds are chirping."
"bandung-taxiradio-1.wav","Two men are having a conversation as a motorcycle passes by."
"bolivar_stan_playing.wav","Children and adults are talking as they play outdoors."
"bologna_street1.wav","A group of people are talking to each other."
"buzzing stinging.wav","A swarm of bees are buzzing around their nest."
"bowling_basin_2.wav","A train is passing by on the railroad tracks."
"can.wav","Someone is bouncing a ping pong ball against a wall."
"bunker drip resonance 1.wav","Water drips from a faucet while a machine hums in the background."
"charchoal drawing on paper.wav","A very heavy rain coming down outside."
"bus pass.wav","Birds chirp in the background as a car drives by."
"clinking_tiles_01.wav","Metal objects clang together as a woman speaks softly in the background."
"construction_rubber_mallet_01.wav","A hard object is striking another hard object in a rhythmic way."
"crunchy_steps.wav","Multiple pieces of paper are being crumpled."
"crackling-rain-fire.wav","It is raining hard and the rain is hitting the ground hard."
"descending noise sweep.wav","Electronic music is playing with varying volumes and tones."
"creaky.wav","Feet are moving across a hard surface while people are talking in the background."
"dissolvingEffervescentTablet.wav","A bottle is opened and the contents poured out."
"crickets in the woods.wav","Crickets are chirping while a dog barks in the background."
"dogs_berlin.wav","A dog is barking and a cow is mooing in the background."
"drip rhythm1.wav","Water is dripping from a faucet into a sink."
"elevator sequence ambience door opens closes descends door opens.wav","A door squeaks as it opens and closes."
"dripping taps.wav","A machine hums in the background as water drips and someone coughs."
"fallingbeans.wav","A person jingles a set of keys in their pocket."
"driveaway.wav","A truck revs its engine as it drives down the road."
"fdv_orage.wav","It is raining and thunder is rumbling in the background."
"el sonido del arbol y la tierra yerlin .wav","A man is speaking while it is raining outside."
"fireworks scare birds 150828_0743.wav","Fireworks are going off in the distance."
"flock of geese flying over2.wav","Multiple birds are chirping back and forth to each other."
"fountain.wav","Heavy rain is falling on a metal roof."
"foley footsteps - raw.wav","A man is speaking and the wind is blowing."
"freight train close by wooded park.wav","A train approaches and then blows its horn."
"food_prep_1_cw.wav","A person is washing dishes in a sink."
"freight_on_bridge.wav","A train is chugging down the tracks at a steady pace."
"footsteps_2.wav","A hard object is striking another hard object in a rhythmic way."
"fs_brokenMixer302-2.wav","A television turns on and then turns off."
"glenhaven_stream.wav","A heavy downpour of rain is hitting a body of water."
"gym machine 2.wav","A machine is running at a constant speed."
"greece_melanes_cofee_1.wav","Two men are having a conversation as birds chirp in the background."
"hfbird6.wav","Someone is playing with a squeaky toy."
"growing pipe(s)-2.wav","An engine is revved up and then turned off several times."
"hostpital-automatic-bed.wav","A door is opened and closed multiple times."
"growling thunder.wav","Thunder is rumbling and birds are chirping in the background."
"in_cafe_4.wav","People are talking while dishes and silverware are being moved."
"industrial_crash02.wav","A jet flies overhead, then flies away into the distance."
"je_PittsPhipps.wav","A crowd of people are talking to each other."
"interference from wireless mouse on am radio.wav","A radio tuner being used to tune in and out."
"junction_night_traffic.wav","A car is revving its engine while people are talking in the background."
"interrupt.wav","A person is chopping wood with a machete."
"junk_box001.wav","Metal objects are being thrown into a glass jar."
"invexdpo.wav","A low humming occurs and gets louder as time goes on."
"keurig-coffe-maker.wav","Someone turns on the water faucet and turns it off."
"kikkers.wav","Someone is listening to a radio broadcast."
"little creek in the woods.wav","Water is pouring into a container that already has water in it."
"lakefountain.wav","It is raining and birds are chirping in the background."
"living room tone  ambient distant noises neighbours.wav","A machine is running and people are talking in the background."
"larger_waterfall.wav","Heavy rain coming down outside with thunder in the background."
"london-st-james-park-feeding-the-birds.wav","Multiple birds are squawking back and forth to each other."
"light rain 1.wav","A car is driving down the road with the window open."
"mall  loud voices.wav","A large group of children are talking to each other."
"mall_1_escalator_0725_113354.wav","People are talking in the background as a vehicle passes by."
"metalic birds.wav","Birds are chirping and tweeting in the background."
"medium clap.wav","A large group of people are clapping and cheering."
"microondas.wav","A machine is running at a constant speed and then stops."
"metal workshop quiet.wav","Someone is writing with a marker on a piece of paper."
"miniature goats and sheep.wav","A sheep bleats while people talk in the background."
"metal-bell-percussion.wav","A person is hitting a metal object with a metal tool."
"night ambient crickets bugs white noise occasional cough.wav","Crickets chirp in the background as someone coughs."
"nnus_forklift_driveby.wav","A train is coming to a stop on the tracks."
"opening attic.wav","A door is opened and closed by someone."
"noise interference.wav","A machine is running at a constant speed."
"outdoors street ambient noisy traffic.wav","Cars are driving by on a busy road."
"nxSample002.wav","Someone is using a pressure washer to clean something."
"paper falling and crunching_1-2.wav","Someone is rummaging through a pile of papers."
"nxSample008.wav","A train is passing by on the tracks."
"porto_morning_tropical_birds_market_20.wav","Birds are chirping and people are talking in the background."
"rain.gutter.wav","Water is falling from a roof onto the ground."
"sand falling on paper.wav","A fire crackles and pops as it burns."
"rain.wav","Heavy rain is falling on a metal roof."
"saturday_ambiance.wav","People are talking and cars are honking in the background."
"recycling center 1.wav","A machine is running while people are talking in the background."
"sawing asphalt.wav","A machine is running and people are talking in the background."
"rhythm of the falling drops.wav","A woman and a man are having a conversation."
"scissors_cut_paper.wav","Someone is flipping through the pages of a book."
"shopping-cart-rattle.wav","A person turns on the water faucet, turns it off, and then turns it back on."
"small crowd outdoors.wav","A crowd of people are talking to each other."
"shoreline_waves_seagulls.wav","The wind is blowing and birds are chirping in the background."
"small dog leaves.wav","Leaves are being crunched as someone walks through them."
"shower taking.wav","A shower is running and the water is hitting the floor."
"small_water_fall_in_the_woods_2.wav","Water is flowing over rocks in a creek."
"singing bell hit 2.wav","A bell is rung for a long period of time."
"smallgrocery.wav","People are talking to each other while a machine is beeping in the background."
"soda in ice.wav","A soda can is opened and the contents poured out."
"squirrel upset.wav","A bird squawks while other birds chirp in the background."
"soft harsh noize.wav","The wind is getting stronger and stronger as time goes on."
"startupjetengine.wav","A machine is running at a constant speed."
"somethingatthedoor.wav","A machine is running and a door is being opened and closed."
"stclaude.wav","A machine is running and then shuts off."
"sparrows.wav","Many different kinds of birds are chirping in close proximity to each other."
"steam train 05.wav","A train is passing by while people are talking."
"stereo ambient indoors living room heavy traffic outside.wav","A train is passing by on the tracks."
"thaitrain.wav","A train is passing by on the tracks."
"street_ambience_day.wav","People are talking while music is playing in the background."
"tornado day 4.wav","A plane is flying overhead while birds are chirping in the background."
"sw_SolitaryCricket_NR_01.wav","In a quiet environment, a cricket is chirping."
"toy rattle 2.wav","A person is jingling a set of keys in their pocket."
"texture paper.wav","Someone is flipping through the pages of a book."
"traffic and footsteps.wav","Cars are passing by and a person is walking."
"traffic w scott.wav","Cars are passing by and people are talking."
"urinating on a wall.wav","Water is running from a faucet into a sink."
"tram_prague_2stops_veryfewpeople_AMB_INT.wav","A subway train is coming to a stop."
"viento.wav","A person is snoring loudly while walking."
"trumpet.wav","A musical instrument is playing while people are talking in the background."
"village bar.wav","A crowd of people are talking and a door squeaks."
"underWater001.wav","A person is swimming in a pool of water."
"walk up carpet steps.wav","A person is walking on a wooden floor."
"water dripping 2.wav","Water is dripping from a faucet into a sink."
"west ham bubbles.wav","A group of people sing a chant together in unison."
"water puddle.wav","Water is dripping from a faucet into a tub."
"wood1.wav","A hard object is repeatedly dropped onto a hard surface."
"water_boil_pour_stir-96.wav","Someone is scraping the side of a glass with a spoon."
"woodsbirds.wav","Birds chirp in the background as someone walks through the woods."
"weird rapidbeat.wav","A muffled helicopter flying in the air."
"young artists.wav","A large group of people are talking to each other."
